userName;score;at;content;Kategori
Inggrid Fransiska;3;18/09/2022 06.52;Tolong diperbaiki dong untuk aplikasinx saya baru pertama pakai dan dapat promo dr kode teman tp pas dipakai harga yg tertera di aplikasi saya berbeda dengan harga yang tertera di aplikasi pengemudi. Tlong diperbaiki ini sangat gk nyaman krna jadi problem pnumpang dan pengemudi. Kalau memng tidak promo jangan dibuat promo;Negatif
Reza Naufal;3;18/09/2022 03.54;User selalu kesulitan dalam memilih titik jemput,driver juga sering salah alamat,mohon untuk pihak Maxim meningkatkan lagi untuk titik jemput/map nya;Negatif
Sucitra Mustika;2;17/09/2022 15.37;Aplikasinya bagus tapi ada 1 hal adalah waktu tunggu yang berbayar setelah 5 menit, dan kejadian waktu itu driver lupa klik pickup langsung jalan mengantar saya, jadi waktu tunggu tetap berjalan dan berbayar sampai saya tiba ditujuan jadi saya berbayar double 🤦‍♀️;Negatif
Viktoria Dara Timaro;3;17/09/2022 15.00;maxim sangat membantu, selain cepat harga nya juga murah dan saya sangat terbatu,semoga maxim dapat membantu kita lebih byak lagi;Negatif
Naomi Eleksia;5;17/09/2022 10.20;aplikasihnya bagus dawload pertama kali langsung yambung dan tdk ribet. bahkan tarif nyapun cukup terjangkau kli bagus seperti ini sy akan mempertahankan dan memakai trus aplikasih ini apa lgi sy yg suka keluar jdi sy membutuhkan transportasi yg cukup seperti aplikasih Maxim pokoknya bagulah bagi yg dawload akan rugi jika memakai apli ini. makasih maximmm...;Positif
Siti SitiNurbaeti;1;17/09/2022 08.28;Parah banget...bukan menghemat waktu malah melambat waktu. Dpt driver nya jauh2....padahal area sekitar banyak. Kecewa.;Negatif
Sri Noufry Geysya;1;17/09/2022 07.03;Aplikasinya bagus namun pengemudi sering meminta ongkos yang jauh lebih banyak dari pada yang tertera pada aplikasi. Saat saya berangkat membayar 26.000 sesuai aplikasi. Saya bulatkan menjadi 30.000, karena pengemudinya baik. Tapi saat pulang menuju jalan yang sama driver lain meminta ongkos 80.000. Dan kejadiannya bukan cuma terjadi sekali.;Negatif
ryzki stark;3;16/09/2022 16.17;Tolong dong aplikasinya diperbaiki baik itu dari pengembangannya dan segi apapun... Termasuk server dan chat pelanggan ... Serta orderan. Karena masih sering lagh dan eror.. Tolong diperbaiki demi kenyamanan bersama;Negatif
Fathir Azry Astadeca;5;16/09/2022 12.34;semoga sukses selalu, dan mensejahterakan para driver nya. meningkatkan mutu pelayanan serta utk tujuan alamat jgn di persulit krn trlalu komplit klu tulis alamat, gmn dgn saya yg suka keliling Indonesia tdk semua tau alamat dan nama tujuan.;Positif
Siti Yuliyanti;3;16/09/2022 11.56;Sebenarnya ok ok aja cuman waktu menunggu berbayar sangat ngerugiin, karna beberapa kali saya harus menunggu abangnya yang ga tau jalan dan udah di ok'in sama abangnya, masa saya yang nunggu saya yang harus nanggung juga, padahal saya sudah dititik penjemputan sudah kasih titik dan patokan yang jelas, tolong di perbaiki lagi atau bisa di hapus waktu menunggu berbayar, dilapak lain tidak ada waktu menunggu berbayar;Negatif
Teohappy;3;16/09/2022 09.43;Hujan deras, reroute jd jauh. Driver bingung dg rute yg ada diaplikasi krn tidak akurat & berputar² mencari lokasi jemput, penumpang terlalu lama nunggu.;Negatif
kaka samosir;1;16/09/2022 07.26;Aplikasi jelek..pesan mobil di aplikasi 47.8rb tp saat turun harga bisa berubah menjadi 107.8rb, tidak ada sarana komplain soal harga dan kinerja aplikasi, tidak seperti grab dan go car. Sangat mengecewakan.;Negatif
Maulana Sidik Darma;1;16/09/2022 05.25;Aplikasi membingungkan, tidak sengaja tertekan tombol pesan langsung terpesan ojek nya, tidak ada basa basi nya untuk menginformasikan bahwa apakah benar benar ingin memesan atau tidak. Tidak bisa melacak tarif biaya ongkosnya, alamat yang saya tuju tidak ditampilkan secara detail.;Negatif
Nur Alim Hidayat Patilima;1;16/09/2022 04.21;dulu suka banget ama Maxim, murah terus mudah digunakan juga. Tapi kok sekarang susah banget ya, pesan dari driver telat masuk sehingga kadang dibatalkan, lokasi nggak akurat, mapsnya juga sering tidak ditemukan, tolong diperbaiki lagi, kalau udah fix, bakalan aku ubah 5 bintang. Terimakasih🙏;Negatif
حيفان احمد حافظ;1;16/09/2022 04.14;Aneh banget, saya lagi ngurusin sesuatu tiba tiba keorder sendiri, trus mau dicancel malah gabisa, UI nya pun bikin bingung, semoga bisa diperbaiki;Negatif
abdi habibi;5;16/09/2022 03.36;Aplikasi merugikan udh capek capek isi saldo di apk Maxim, ketika mau mesen buru² ke rumah sakit gak bisa pakek saldo yg ada di Maxim, padahal udh pilih metode pembayaran nya pakek saldo, me biang;Positif
Baswara Nadia;2;15/09/2022 15.52;Harga memang lebih murah daripada yg lain, tp titik penjemputan selalu ga sesuai sama alamat yg diketik. Bikin saling mencari dan salah paham antar pengemudi dan pengguna aplikasi. Harga jg berubah ubah, padahal cm beda dikit jalannya tp tujuan sama.;Negatif
Lya Mulyantini;5;15/09/2022 14.55;Aplikasi nya perlu ada perbaikan lg. Sy mau edit data pribadi sy seperti tgl. Lahir gak bisa ya. Dan untuk order makanan atau yg lainnya mohon dipermudah lg, seperti aplikasi2 driver yg lainnya. Saran sy mohon untuk dipermudah dan dibuat lebih simple untuk penggunaannya. Thx.;Positif
Seria Ria;1;14/09/2022 08.45;Cari lokasi, titik, dan alamat di maxim kenapa begitu ribetnya? diketik gak ketemu, dicari titiknya malah lebih ruwedd, bisa bisanya yang jelas² masuk gmaps di maxim ga ketemu titiknya. perbaikilah!;Negatif
Askana Frozen Food;5;14/09/2022 06.25;Setelah melihat Sudah banyak Driver yang memakai atribut Maxim disekitar lokasi... saat nya mencoba untuk memakai jasa Maxim.. dan hasilnya memuaskan. sedikit agak kendala untuk pencarian titik penjemputan dan titik pengiriman karena tidak ada lokasi kami di map Maxim. tapi Alhamdulillah pengiriman sampai di tujuan. makasih Om Drivernya yang sudah mau menjelaskan cara penerapan aplikasi maximnya.;Positif
Haidar Nabil;2;14/09/2022 02.44;harganya memang murmer. Namun, untuk pencarian lokasi dengan diketik sering tidak muncul rekomendasi lokasi tersebut, kalau pencarian via map membingungkan. uinya juga tolong dibuat lebih simple dan tambahkan opsi konfirmasi sebelum pemesanan.;Negatif
Sabrina Salsabila Utama;2;13/09/2022 03.57;Lebih murah dari app lain cuman Topup nya ko ga ada? Udh di cari + download ulang tetep aja ga ada, Map nya juga ga sesuai jadi pernah di ajak puter puter sama driver, dan Ga ada penilaian buat driver ya. Tolong bug nya di perbaiki kalau bisa bug yg masalah Topup itu;Negatif
Ibu Sundari's Kitchen;3;11/09/2022 01.32;Kacau deh tiba2 ga bisa dipakai baru bikin akun padahal ada saldo 100rb bonus dr Maxim100. Kenapa sih kaya gt, masuk ga bisa katanya jaringan. Orang sinyal kuat buka aplikasi yg lain bisa. Akhirnya un instal, masuk ulang. Milih kota juga ga bisa suruh coba lagi katanya ada kesalahan. Heran;Negatif
NiLy;2;10/09/2022 07.54;"harga berubah tiba"" ketika sudah sampai di tempat tujuan dan masalahnya beda jauh banget. pokoknya kecewa sih mendingan pake aplikasi sebelah gak berubah harga tiba-tiba dan mapnya bagus.";Negatif
DdkHNdr;5;04/09/2022 01.20;Maps yg digunakam maxim ini apa bisa menambahkan tempat agar maps maxim lebih lengkap karena saya sering kesulitan mencari titik, manual juga sama saja sulit. Dan kalau tidak bisa menambahkan tempat sebaiknya maxim ganti maps yang mempermudah konsumen;Positif
Abah Iwan;1;03/09/2022 15.04;Awalnya bagus aplikasinya tp makin kesini kok makin ngaco, sy ngorder Maxim dari jam 5 sore sampe jam 9 malam ga ada respon sama sekali dan utk penjemputan knp hrs diarahkan secara manual sih, knp ga ky aplikator yg lain kita tinggal ketik penjemputan secara otomatis ada di map nya. Sangat kecewa sekali;Negatif
Tri Amin Ridho;2;07/08/2022 17.12;Tampilan UI/UX nya kurang sehingga bikin bingung. banyak bug di sistem seperti 1. belum pilih tujuan lalu pemesanan tiba2 udh dpt driver seharusnya ada notice pesan error. 2. Mapnya agak bingung dan ngaco dengan lokasinya. 3. masih di cari lagi Sama alur sistem desainnya menurut saya agak kurang yang mungkin banyak celah dalam aplikasi ini;Negatif
sri hidayatisatpolpp;4;29/07/2022 14.06;Aplikasinya bagus, promonya banyak, murah jga. Tapi tolong ya diberi fitur bisa melihat pengemudi ulang yg dicancel dan report, soalnya sy sudah pesan disuruh nunggu hampir 1 jam ternyata dicancel sepihak (posisi sudah jam malam, mau tidak mau nunggu) mau liat drivernya lagi tidak bisa.;Positif
Deleted Account;4;09/07/2022 02.34;Harga yang ditawarkan lebih murah ketimbang aplikasi sejenisnya.tapi menurut saya ada sedikit kekurangan yaitu pada sistem Maps nya, jadi driver harus menggunakan Maps secara manual karena titik lokasi yang kurang akurat. Semoga Maxim dapat terus berkembang dan diminati oleh masyarakat.;Positif
Hetaa Datz;2;06/07/2022 08.03;"Order food ribet, Pas saya ganti ke non tunai ga bisa dipencet bacaan ""apa yang harus dibeli"" nya. Cancel order pun ribet, maps jelek titik ga sesuai, kasihan mitra driver nya. Intinya User interface masih berantakan ga friendly user, masih sering eror. Harganya dinaikkan sedikit aja gapapa asal buat kenyamanan driver dan customer bagus dalam menggunakan aplikasi nya.";Negatif
Hasra Murni;3;01/07/2022 08.07;"Aplikasinya lumayan sih, wlopun kadang ada kendala mulai dari susah nyari titik lokasi, susah cancel, plus sering error klo lagi hujan. Pernah jg jadi ngalamin konflik sm pengemudi gara2 ada gangguan pada aplikasi. Saran: pngennya ada opsi ""blokir"" utk driver yg bikin ga nyaman, mengendara ugal2an, kasar atau tidak sopan thd penumpang. hmmmm... Tapi driver maxim yg bagus banyak sih, cuma kadang lagi sial aja kali ya";Negatif
een sukaenah;4;29/06/2022 13.56;Maxim mumer untuk anak pelajar, tetapi ada yang kurang yaitu di bagian maps, dibagian maps belum sepenuhnya efektif dan susah untuk mencari posisi rumah yang dituju, masalah driver tidak ada yang masalah semuanya oke tpi kecuali maps, tolong diperbaiki lagi dibagian maps.. trimakasi;Positif
Darma;1;29/06/2022 10.32;Sering error, sering lemot, sering ga berfungsi sama sekali. Susah utk cancel. Susah buat chat ke driver. Tampilan map nya lebih ga jelas, lebih gelap dan lebih ga keliatan daripada sebelum nya. Jln2 besar dan jln2 utama ga diberi warna yg berbeda sbg penanda.;Negatif
Desta Lina;2;21/06/2022 23.21;Minta tolong dipermudah lagi untuk mencari lokasi penjemputan dan tujuan, untuk yg lainnya ok harga ok driver juga rata rata baik. Tapi cuma satu pencarian lokasinya yg masih buruk ribet semoga kedepannya lebih gampang dan mudah ya hehe terimakasih;Negatif
Devita Purwiyani;4;18/06/2022 01.47;Maxim harganya terjangkau saya suka, tapi untuk mencari titik lokasi dimaps agak sulit, mohon perbaikannya kak, atau mungkin agar bisa di compare dari aplikasi gmaps bagaimana, seperti sebelumnya, setelah di update aplikasinya tidak bisa di compare lagi dari gmaps. 😢;Positif
